0	3	除了显示器之外，还算满意！
1	3	单位采购
2	3	好配好贵
3	3	总体来说电脑还可以，但是联想一直以来的墨守成规是难题接受挑战的，估计下次再买会选择华为或者小米吧！
4	3	买来办公室用的，看着还不错，已经装好软件，还没复制资料
5	3	产品不错，就是第一次发来的显示器边框脱落，进行了换新。 扣两星是因为客服。
6	3	整体感觉还可以，没有什么毛病，就是感觉下载东西特慢，测试网速又很快，不知道是什么原因？
7	3	先是开机后黑屏只有鼠标，然后就是Office@创建帐户的各种输入，更可恨的是要输入一长串看到的图形字母，输了不知多少遍!把电脑砸了的心都有了!不知是选择京东错还是选择联想错!我看不是Win10是yin10!
8	3	主机小巧玲珑，速度很快，用起来很顺手。但是不知道为什么没有光驱，不能刻录，办公用起来很不方便，因为经常要刻盘上报文件。
9	3	外观和质量看着不错，价格较贵没有性价比，机箱较小很静音，几乎没有热量，内置WIFI和蓝牙，开机10秒，搭配的屏幕外观漂亮但接口太少、也不够清晰细腻，键盘一般，鼠标按键生硬不如罗技的，总之主机不错屏幕一般，另外没有任何的赠品，鼠标垫都没有。
10	3	机箱外观：外观可以 性能配置：性能不是很好，快七千的台式电脑，浏览器使用过程中竟然会出现卡顿 散热性能：散热冬天暂无感觉 跑分评测：跑分15万以上浏览器竟会卡顿
11	3	机器性能一般，散热一般，做开发用的，大型软件还没装，目前还不能确定性能能否满足个人需求，待后期使用后，再做评判！
12	3	不错，一直都在用这个牌子，之前买了笔记本，现在弄个台式的，主机不错，关键有点噪音，声音不算太大，急用就不追究了，别有其他问题就行了，还有说好的送正品软件没有，问客服，客服说有什么就送什么
13	3	主机开机需要两次才能登录
14	2	屏幕有明显亮边！
15	3	搞飞机 不能装win7，买了个废品
16	3	键盘和鼠标 真不好
17	2	不怎么样，外观不错而已
18	2	配送有点慢了，今天装上算是用上了
19	2	使用过程中有一次死机，本人从不游戏！
20	2	收到货第二天开机就黑屏，伤心。好在退掉了
21	3	买贵了，退了差价，服务不错，电脑有点卡。
22	2	为什么刚买一天就降了一100元.要求补差价，请快帮处理。
23	3	东西太一般，运行个cad还有点卡，
24	3	我也是醉了连个耳机都没有
25	2	写的是蓝牙的耳机和键盘，为啥到的是有线的呢
26	3	换了二次都有问题
27	3	不便宜
28	3	价格不便宜
29	3	价格不便宜
30	2	每天都要死机几次，
31	3	要自己上门提货
32	3	退货苛刻，无法满足
33	3	质量一般
34	3	开机慢，固态硬盘好像没有起到作用，不怎么样
35	2	性能配置：配置不好，不怎么好用，
36	2	作为一台商务电脑他是不合格的，我才买了几天呀，它就开始死机了。
37	3	标配选不了27的显示器，只好加钱单买
38	3	秒杀买的，结果秒杀结束后，价格和秒杀时没有变化，京东玩的什么招数？
39	3	贵
40	2	首先说快递很快，服务很好，唯一美中不足就是电脑主机箱漏电，东西退了。
41	2	新电脑画图有点卡啊，不会是买到水货了吧
42	3	不建议买
43	3	没有声音
44	3	摇摇晃晃的感觉 售后服务：真的，让人不舒服
45	2	电脑只能用win10系统换不了win7系统， 办公用的第三方软件都装不上
46	2	显示器有点矮，脖子酸，客服不太好。
47	3	联想这款质量真的不乐观，买回来没多长时间显示器就有问题。
48	2	运行还不错，挺快的，就是有时候噪音挺大的，影响心情
49	3	买回不到一个月主机出现异响，联系客服全是自动回复，不是说终身****吗
50	3	搭配的显示器三脚架怎么是个生锈的旧货？怀疑是别人用过的或者是样品
51	3	不带音响，一条减两星
52	2	机箱外观还行，性能不咋滴，勉强用吧
53	3	整体的性能一般，没有看到大的变化，多花钱了
54	3	鼠标左键有点不灵，而且买完没两天就降价了，你这这这，整体还不错，再用用看
55	2	主机还可以，蓝牙不能用，维修又费劲，只能不修了，就给两星吧
56	3	啥玩意都不送
57	3	机箱发烫厉害，散热不是太好，尤其是顶部，冬天可以暖手
58	3	反应有点迟钝
59	3	少了一颗螺丝。。???
60	3	显卡不行，系统推送的东西不能卸载还占运行内存
61	3	第一，实物和宣传图片不符。第二，讲有1T，事实只有930。后期使用再跟进
62	2	除了开机速度快了，其他使用真没觉得比我办公室2G内存的快到哪里去，早知道还不如买个普通配置的
63	3	屏幕分辨率不够，效果很一般。主机性能还好，没空倒腾先用着，有情况在追评。物流外箱有点脏～
64	3	配置使用速度快，但是塑料感太强显廉价，还有显示器的电源变压器在插头处使用超级不方便
65	3	配置使用速度快，但是塑料感太强显廉价，还有显示器的电源变压器在插头处使用超级不方便
66	3	配置使用速度快，但是塑料感太强显廉价，还有显示器的电源变压器在插头处使用超级不方便
67	2	运转速度挺快，但是机箱发烫严重散热差。长期使用肯定有问题
68	2	说的是收到商品开始就是售后期开始，我是2月底买的机子，结果我的机子显示2019年12月开始了，
69	3	使用正常，目前没发现大问题。但之后发票配送到的时候已经被私自打开，而且部分被撕坏了。幸好没大损失。已向客服投诉，对京东配送一直放心，但这次使我多了一些顾虑，如果配送的是小件贵重物品，后果难以想象。
70	2	说一点，这个操作系统是win10家庭版的，想商务用的话最好不要买。而且不会给你更换系统，请知悉。
71	2	机箱外观：可以 其他特色：焕货麻烦 性能配置：可以 散热性能：可能 跑分评测：一般 售后服务：差
72	3	预装的win10不是一般的难用，各种操作不习惯，各种软件装不上，想换个win7各种重装不了
73	3	主机没问题，显示器左右不一般高，右边高于左边，显示器退货了。
74	2	主机有杂音呀，运行的时候老是杂音，就是那种类似陈年木板的声音
75	3	还行吧，用来一个星期左右，主机有问题换新了，打联想售后屁用没有，不来修，没办法联系京东换新了，幸好京东还靠谱点
76	3	确实不好用，打开浏览器竟然会出现停顿给死机一样  经常这样现象
77	3	5K的办公机觉得应该还是可以的，运行速度不错，就是风扇声音有点大，一直听着不太舒服。刚买完没几天就降价了，觉得有点小亏
78	3	机器还行 挺稳定  但是声音真响 买电脑一直想买个声音轻的 换过了 还这样 算了 将就的用吧 看小说的时候机器声音大的话很闹心
79	3	买了不到一个月，偶尔会卡住，感觉配置虽然可以，但好像没达到？也没打开很多东西，就是正常办公，就有偶尔没响应。。。感觉没有达到期望。
80	2	这台电脑预装系统家庭版的，一些设计装软件装不上，总是有各种问题，找客服升级专业版的说要另外购买。。显示器不是很好，看半天眼睛不舒服，屏幕有些刺眼，其他还行
81	3	外观还可以，但内部太偷工减料了，想加个光驱，发现电源接口没有多的，主板上的扩展槽全省掉，如果网卡坏了，只有用usb的联想为了节约成本已经发挥到极致了。想购买的建议选其他品牌的吧！
82	2	送货来的挺快的，就是刚装上，一启动就整个房间断电，然后电来了，又启动，又断电，应该是里面短路了，联系售后换，最后给换了一台新的，还不错，启动在10s之内
83	2	买的是套装机，发货给我配的，要分开配，我不会自己配吗？显示器既然是黑色的，我买的是灰色的！
84	2	性能还行，键盘手感较差，有个键总得敲好几下才有反应，很影响情绪
85	2	电脑睡眠后 经常叫不醒   黑屏，只有鼠标能动       需要重起才能使用
86	2	电脑主机和键盘还行，屏幕真的不太行，画质很模糊，感觉像素不好还是啥的
87	3	其他特色：还可以  只不过没有音响没有耳机没有鼠标垫  摄像头也没有  客服还是电脑回话   至于玩游戏咋样等我过几天追评
88	2	电脑待机一段时间，开机就开不起来了！质量不行，还有就是用时间长了电脑就有点卡！
89	3	运行中 机械硬盘有响动，待机了不能自动唤醒 要重新关机开机。
90	3	还行吧，送货速度相当慢。
91	3	机箱外观：可以 性能配置：比较低
92	3	系统运行的较卡，
93	3	性能配置低，运行速度慢。
94	3	还可以吧，机箱比较小
95	3	运行速度很卡
96	3	一般一般
97	3	机箱小巧，性价比不高。、
98	3	电脑是真的卡，没办法好评
99	3	在安装office时，遭遇无法安装的窘况，客服水平有限，始终未能帮助解决，最终请外面的专业人士给予安装完成。
100	3	开机时间过长，登入时间过长
101	3	开机速度超级慢，别的没有了，能满足DOTA足球
102	3	性能配置：不知道能使用多久，很是担心
103	3	一般般吧
104	3	能用
105	3	前期用着还可以，后期不晓得会不会有问题
106	3	不错，性价比很高，看下使用后怎么样
107	3	外观还可以，体积不大省空间。性价比高
108	3	电脑不错，联想这个牌子还比较靠谱，就是有点瞎！不帮华为，帮外国人？呵呵呵呵呵呵呵呵。
109	3	特别卡
110	3	外形不错 主机小巧 使用时的确有点卡
111	3	性能配置：感觉反应太慢 散热性能：还行 机箱外观：不错
112	3	配置太低，只是放放英语，上上网等。外观还行，紧凑。
113	3	能说什么呢。。。。。
114	3	给爸爸买的，还不错，性价比挺高了～屏幕挺大的了，上班处理文件够用了
115	3	一个字太卡了。
116	3	小巧玲珑，感觉很不错
117	3	散热性能：一般
118	3	性能配置：为什么C盘只有100G的空间，联想自己的工程师也是这么分的？
119	3	不怎么滴&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;
120	3	一言难尽！
121	3	&hellip;&hellip;&hellip;买亏了，难受。
122	3	还行吧
123	3	yb一般吧
124	3	这款电脑已经买了3次了，东西用着肯定没有510S的好，一份价钱一分货，不过这送货的速度，虽说是京东自营，但这速度真不敢保证了
125	3	office无法免费激活，只给试用一月，以后每年要花400多元需用费，后悔购买这产品
126	3	普通的办公可以了，就是办公软件的激活不好操作。
127	3	机箱外观：精致 性能配置：物美价廉 散热性能：一般，容易发热
128	3	开机后需要使用时过于复杂，要注册这注册那的，总担心被泄露个人信息
129	3	给家人买的，跟我说开机慢的要死，再一次对联想失望，以后再也不图省事买品牌机了，有这个钱自己配要好多。机箱小巧，这点不错
130	3	联想机器一般
131	3	外行好，速度慢
132	3	外观还行的  就是这个电脑速度一般  感觉比不上这个价格
133	3	性能配置：基本办公也特别卡 不知道是啥原因 Excel老是卡顿 无法响应
134	3	机箱外观：不错，小巧精致！ 性能配置：一般。 其他特色：系统系统太垃圾了，里面植入过多的联想应用。
135	3	刚刚买好19.5寸，安装好软件，第二天发现21.5竟然比19.5还要便宜1
136	3	名族品牌，外形小巧美观！做工精良！价格实惠！正版软件！装机繁琐，各种注册登录，烦人！windows 10体验一般，整体运行很慢！！只能简单办公了！
137	3	用起来基本够用，适合仅文档类处理工作，开箱前外包装很不怎么样，里面看起来还是像新的
138	3	性能配置：机箱外观满分，我没有用软件跑分，感觉运行速度很一般，1T硬盘有点鸡肋。这个价位也算可以吧，家用够了。
139	3	鼠标不好用，客服都是人工。联系不上。 机箱外观：可以 性能配置：可以 散热性能：可以 跑分评测：可以 售后服务：可以 其他特色：可以
140	3	机箱挺小的，电源的功率较低，170瓦左右，应该是刚好够用，显示器边框较大，电脑开机很快，运行速度一般，感觉不够流畅。
141	3	整体不错，就是显示器那个支架，不能转动。硬伤，等疫情过后，希望工程师尽快上门查看维修。
142	3	质量不错，机箱小巧可爱，这价格办公足够了，不玩游戏可以的，速度一般，不是太慢，也不是秒开，对得起这个价。
